Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,Risk,Urgency,Impact,State,Priority,Created,Day,Start Date,Closed,Reopen Count
CHG-0000989,"VUL-NET: Apply Cisco IOS Software Update for routers at PRA, SHA, and TOK sites.",Software,Captain America,Captain America,Avengers,Service D,Low,High,Low,Closed,Medium,2025-12-02T00:17:37.000000,Tuesday,2025-12-02T07:17:37.000000,2025-12-03T11:17:37.000000,0
CHG-0000990,Update IDRAC board for core cluster PROD servers.,Failure,Iron Man,Iron Man,Avengers,Service D,High,Medium,Medium,On Hold,Medium,2025-12-02T06:14:48.000000,Tuesday,,,0
CHG-0000991,Initiate scheduled SAN Storage Array node reboot to resolve high uptime issue.,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service C,Medium,High,Medium,Closed,Medium,2025-12-02T16:52:13.000000,Tuesday,2025-12-02T19:52:13.000000,2025-12-03T12:52:13.000000,5
CHG-0000992,Setup additional SAML authentication nodes in DMZ environment.,Complaint,Neo,Neo,Matrix,Service B,Medium,Low,Medium,Closed,Critical,2025-12-03T10:33:51.000000,Wednesday,2025-12-03T17:33:51.000000,2025-12-04T04:33:51.000000,3
CHG-0000993,Updating the IDRAC remote board Firmware and BIOS for secffme2.,Access,Captain America,Captain America,Avengers,Service B,High,Low,Medium,Closed,Medium,2025-12-03T21:38:36.000000,Wednesday,2025-12-04T05:38:36.000000,2025-12-04T20:38:36.000000,1
CHG-0000994,Firewall configuration changes for disaster recovery validation testing.,Complaint,Hulk,Hulk,Avengers,Service C,Medium,Low,Low,New,High,2025-12-03T15:36:45.000000,Wednesday,,,2
CHG-0000995,Online Banking external CB-APP onboarding on Radware On-prem environment.,Data,Doctor Strange,Doctor Strange,Avengers II,Service E,Low,Low,Low,Closed,High,2025-12-03T23:43:44.000000,Wednesday,2025-12-04T05:43:44.000000,2025-12-04T11:43:44.000000,3
CHG-0000996,Firewall optimization for edge routing performance post DR testing.,Data,John Wick,John Wick,Matrix,Service E,Low,High,High,Closed,High,2025-12-04T23:58:36.000000,Thursday,2025-12-05T05:58:36.000000,2025-12-06T11:58:36.000000,3
CHG-0000997,"Resize virtual storage for CoreTxx_PROD database (95,38% full).",Hardware,Thor,Thor,Avengers,Service B,Low,Medium,High,In Progress,Medium,2025-12-04T03:32:15.000000,Thursday,2025-12-04T07:32:15.000000,,2
CHG-0000998,Expand edge metrics transitioning through Palo FLEX Zeon tiers vs EU roots.,Complaint,Loki,Loki,Avengers,Service C,Medium,Low,High,Closed,Low,2025-12-04T04:23:42.000000,Thursday,2025-12-04T07:23:42.000000,2025-12-04T09:23:42.000000,4
CHG-0000999,Replace legacy switches with modern devices in Market Data Environment.,Hardware,Thor,Thor,Avengers,Service D,High,Low,High,Closed,High,2025-12-05T04:53:43.000000,Friday,2025-12-05T07:53:43.000000,2025-12-06T19:53:43.000000,0
CHG-0001000,Expand edge metrics transitioning through Palo FLEX Zeon tiers vs EU roots.,Data,Hulk,Hulk,Avengers,Service A,Low,Medium,Low,Closed,Low,2025-12-05T04:32:28.000000,Friday,2025-12-05T11:32:28.000000,2025-12-05T13:32:28.000000,0
CHG-0001001,Execution of systemctl daemon-reload to patch Prod-CSO VM resiliency.,Hardware,John Wick,John Wick,Matrix,Service D,Low,High,Medium,Closed,Low,2025-12-05T07:07:04.000000,Friday,2025-12-05T09:07:04.000000,2025-12-06T15:07:04.000000,3
CHG-0001002,Certificate renewal for cloud-hosted services 2026.,Network,Hulk,Hulk,Avengers,Service A,Low,Medium,Medium,Closed,High,2025-12-05T15:11:05.000000,Friday,2025-12-05T17:11:05.000000,2025-12-05T22:11:05.000000,3
CHG-0001003,Password reset request for disabled accounts in non-prod systems.,Network,Loki,Loki,Avengers,Service B,High,Medium,Low,Closed,Medium,2025-12-05T06:51:52.000000,Friday,2025-12-05T12:51:52.000000,2025-12-06T12:51:52.000000,4
CHG-0001004,Remote board SSL Cert renewal for anysgp15 & anysgp14.,Access,John Cena,John Cena,Matrix,Service C,Low,Medium,Low,Closed,Critical,2025-12-06T23:53:40.000000,Saturday,2025-12-07T02:53:40.000000,2025-12-07T06:53:40.000000,0
CHG-0001005,Certificate renewal Digital Banking on PROD environment 2026.,Data,Iron Man,Iron Man,Avengers,Service E,High,Low,High,Closed,High,2025-12-06T07:30:12.000000,Saturday,2025-12-06T09:30:12.000000,2025-12-07T14:30:12.000000,3
CHG-0001006,Subnet migration alignment to cater towards hybrid env-discoveries (Prepare Step ongoing).,Hardware,Shang Chi,Shang Chi,Avengers II,Service D,Low,High,Low,Closed,Medium,2025-12-06T15:11:53.000000,Saturday,2025-12-06T17:11:53.000000,2025-12-07T12:11:53.000000,3
CHG-0001007,Grant access for backup recovery on production machine nodes in DR locations.,Hardware,Iron Man,Iron Man,Avengers,Service A,Low,Low,Low,Closed,Critical,2025-12-06T23:05:21.000000,Saturday,2025-12-07T05:05:21.000000,2025-12-08T08:05:21.000000,2
CHG-0001008,Firewall rule onboarding for external SaaS applications via Palo Alto setup.,Complaint,Thor,Thor,Avengers,Service D,Medium,High,Medium,Closed,High,2025-12-07T23:43:02.000000,Sunday,2025-12-08T04:43:02.000000,2025-12-08T12:43:02.000000,3
CHG-0001009,Remote board SSL Cert renewal for anysgp15 & anysgp14.,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service B,Low,Medium,Medium,Closed,High,2025-12-07T06:30:51.000000,Sunday,2025-12-07T10:30:51.000000,2025-12-08T16:30:51.000000,0
CHG-0001010,Database configuration check for performance improvements in PROD systems.,Failure,John Cena,John Cena,Matrix,Service A,Low,Low,High,Closed,Medium,2025-12-08T15:47:49.000000,Monday,2025-12-08T23:47:49.000000,2025-12-09T08:47:49.000000,1
CHG-0001011,Firewall configuration changes for disaster recovery validation testing.,Failure,John Cena,John Cena,Matrix,Service B,High,Low,Low,Closed,Low,2025-12-09T04:16:53.000000,Tuesday,2025-12-09T11:16:53.000000,2025-12-09T21:16:53.000000,3
CHG-0001012,Reverse fallback isolation plan post-Palo Alto Prisma failure.,Hardware,Hulk,Hulk,Avengers,Service D,Low,Low,Medium,On Hold,Medium,2025-12-09T09:25:37.000000,Tuesday,,,1
CHG-0001013,Remote board SSL Cert renewal for anysgp15 & anysgp14.,Complaint,John Wick,John Wick,Matrix,Service C,High,High,Low,Closed,Medium,2025-12-09T23:48:23.000000,Tuesday,2025-12-10T01:48:23.000000,2025-12-11T09:48:23.000000,5
CHG-0001014,Firewall configuration changes for disaster recovery validation testing.,Network,Captain America,Captain America,Avengers,Service E,Low,Medium,Low,Closed,Critical,2025-12-10T21:11:51.000000,Wednesday,2025-12-11T00:11:51.000000,2025-12-11T03:11:51.000000,2
CHG-0001015,Deploy ACL rules for high-priority Office 365 tenants across European zones.,Access,Captain Marvel,Captain Marvel,Avengers II,Service A,High,High,Low,Closed,High,2025-12-10T22:16:16.000000,Wednesday,2025-12-11T04:16:16.000000,2025-12-12T07:16:16.000000,2
CHG-0001016,Expand edge metrics transitioning through Palo FLEX Zeon tiers vs EU roots.,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service C,Low,Low,High,Closed,Critical,2025-12-10T22:44:14.000000,Wednesday,2025-12-11T06:44:14.000000,2025-12-12T18:44:14.000000,4
CHG-0001017,UC4 Agent Installation on gcetcami001.,Access,Spiderman,Spiderman,Avengers II,Service C,Low,Low,Medium,Closed,Medium,2025-12-10T23:56:31.000000,Wednesday,2025-12-11T07:56:31.000000,2025-12-11T15:56:31.000000,4
CHG-0001018,Install system monitoring scripts on AWS-hosted general-purpose non-prod servers.,Hardware,John Wick,John Wick,Matrix,Service C,Medium,Medium,Low,Closed,Low,2025-12-11T17:40:51.000000,Thursday,2025-12-11T22:40:51.000000,2025-12-13T10:40:51.000000,1
CHG-0001019,Patch network appliances for compliance with wireless protocols.,Failure,Hulk,Hulk,Avengers,Service A,High,High,Low,New,Medium,2025-12-11T15:32:47.000000,Thursday,,,1
CHG-0001020,VUL-NET: Critical Juniper network patch for external office gateways.,Network,Hulk,Hulk,Avengers,Service E,Low,Low,Low,Closed,Medium,2025-12-11T15:35:37.000000,Thursday,2025-12-11T20:35:37.000000,2025-12-12T15:35:37.000000,0
CHG-0001021,Subnet migration alignment to cater towards hybrid env-discoveries (Prepare Step ongoing).,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service A,Medium,Low,Medium,Closed,High,2025-12-11T14:20:59.000000,Thursday,2025-12-11T20:20:59.000000,2025-12-12T01:20:59.000000,2
CHG-0001022,Certificate adjustments for new virtual database pipelines.,Network,Doctor Strange,Doctor Strange,Avengers II,Service E,Low,Low,Medium,On Hold,Medium,2025-12-12T16:16:38.000000,Friday,,,5
CHG-0001023,Certificate renewal Digital Banking on PROD environment 2026.,Software,Batman,Batman,Matrix,Service B,Low,High,High,Closed,Medium,2025-12-12T09:41:10.000000,Friday,2025-12-12T16:41:10.000000,2025-12-13T15:41:10.000000,4
CHG-0001024,Update from RHEL8.9 to RHEL8.10 on database workloads (non-prod).,Data,Hulk,Hulk,Avengers,Service A,Medium,Low,Medium,Closed,Medium,2025-12-12T01:16:36.000000,Friday,2025-12-12T05:16:36.000000,2025-12-13T01:16:36.000000,5
CHG-0001025,Updating the IDRAC remote board Firmware and BIOS for timffm21.,Hardware,Hulk,Hulk,Avengers,Service A,Low,High,Medium,Closed,Critical,2025-12-12T09:05:34.000000,Friday,2025-12-12T16:05:34.000000,2025-12-12T21:05:34.000000,1
CHG-0001026,Enable additional remote IPV6 routing for Japanese production systems.,Network,Thor,Thor,Avengers,Service C,High,High,High,Closed,Medium,2025-12-12T13:54:25.000000,Friday,2025-12-12T21:54:25.000000,2025-12-13T13:54:25.000000,0
CHG-0001027,Grant access for backup recovery on production machine nodes in DR locations.,Failure,Captain Marvel,Captain Marvel,Avengers II,Service D,High,Low,Medium,Closed,Medium,2025-12-13T12:07:54.000000,Saturday,2025-12-13T18:07:54.000000,2025-12-14T20:07:54.000000,1
CHG-0001028,Certificate renewal Digital Banking on PROD environment 2026.,Network,Shang Chi,Shang Chi,Avengers II,Service C,Medium,Medium,High,Closed,High,2025-12-14T00:21:32.000000,Sunday,2025-12-14T04:21:32.000000,2025-12-15T15:21:32.000000,0
CHG-0001029,Certificate renewal for cloud-hosted services 2026.,Software,Loki,Loki,Avengers,Service D,Low,Low,Low,Closed,Medium,2025-12-14T22:58:20.000000,Sunday,2025-12-15T05:58:20.000000,2025-12-16T16:58:20.000000,0
CHG-0001030,Execution of systemctl daemon-reload to patch Prod-CSO VM resiliency.,Access,Jack Sparrow,Jack Sparrow,Matrix,Service E,High,Low,Low,Closed,Medium,2025-12-15T19:58:00.000000,Monday,2025-12-15T21:58:00.000000,2025-12-16T03:58:00.000000,2
CHG-0001031,"Remote board SSL Cert renewal for ressgpe0 , ressgpe1 , secsgpe0 & secsgpe1.",Failure,Captain America,Captain America,Avengers,Service B,Medium,Medium,Low,Closed,Medium,2025-12-15T01:05:05.000000,Monday,2025-12-15T03:05:05.000000,2025-12-16T10:05:05.000000,2
CHG-0001032,Certificate update for Palo Alto gatekeeping subnet for KL relocation network.,Facilities,Spiderman,Spiderman,Avengers II,Service C,Low,High,High,Closed,High,2025-12-16T04:33:08.000000,Tuesday,2025-12-16T06:33:08.000000,2025-12-17T12:33:08.000000,1
CHG-0001033,Execute hardening measures for SQL server instances post security audit.,Network,Shang Chi,Shang Chi,Avengers II,Service B,High,Medium,High,Closed,High,2025-12-16T19:32:35.000000,Tuesday,2025-12-16T22:32:35.000000,2025-12-17T18:32:35.000000,3
CHG-0001034,Complete SSL foundation checks for project-focused data endpoints.,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service C,High,Medium,Medium,Closed,Medium,2025-12-16T19:12:56.000000,Tuesday,2025-12-17T00:12:56.000000,2025-12-18T02:12:56.000000,4
CHG-0001035,Restart tkmdbp01 of configuration change took longer than expected.,Failure,John Wick,John Wick,Matrix,Service B,Medium,Low,High,Closed,Low,2025-12-17T20:01:03.000000,Wednesday,2025-12-17T22:01:03.000000,2025-12-19T04:01:03.000000,5
CHG-0001036,Firewall optimization for edge routing performance post DR testing.,Network,Spiderman,Spiderman,Avengers II,Service D,High,Medium,Low,Closed,Medium,2025-12-18T22:00:09.000000,Thursday,2025-12-19T02:00:09.000000,2025-12-19T10:00:09.000000,3
CHG-0001037,"VUL-NET: Cisco Wireless IOS-XE Software Update for WLC9800 | Jugoslavska, CZ (PRA06).",Access,Shang Chi,Shang Chi,Avengers II,Service A,High,Medium,Medium,Closed,Medium,2025-12-18T01:06:23.000000,Thursday,2025-12-18T04:06:23.000000,2025-12-18T22:06:23.000000,4
CHG-0001038,Enable additional remote IPV6 routing for Japanese production systems.,Failure,Iron Man,Iron Man,Avengers,Service A,Low,High,Low,Closed,Medium,2025-12-18T07:38:38.000000,Thursday,2025-12-18T14:38:38.000000,2025-12-19T18:38:38.000000,0
CHG-0001039,Replace legacy switches with modern devices in Market Data Environment.,Hardware,John Wick,John Wick,Matrix,Service E,Medium,Medium,Low,Closed,Medium,2025-12-19T22:31:26.000000,Friday,2025-12-20T06:31:26.000000,2025-12-20T15:31:26.000000,3
CHG-0001040,Updating the IDRAC remote board Firmware and BIOS for secffme2.,Complaint,Hulk,Hulk,Avengers,Service E,Low,High,Medium,Closed,High,2025-12-19T23:05:27.000000,Friday,2025-12-20T07:05:27.000000,2025-12-20T16:05:27.000000,5
CHG-0001041,Enable additional remote IPV6 routing for Japanese production systems.,Facilities,Hulk,Hulk,Avengers,Service E,Medium,Medium,Low,Closed,Medium,2025-12-19T03:42:32.000000,Friday,2025-12-19T06:42:32.000000,2025-12-20T04:42:32.000000,4
CHG-0001042,Subnet migration alignment to cater towards hybrid env-discoveries (Prepare Step ongoing).,Software,Captain America,Captain America,Avengers,Service D,High,High,Medium,Closed,High,2025-12-20T22:11:15.000000,Saturday,2025-12-21T02:11:15.000000,2025-12-22T00:11:15.000000,0
CHG-0001043,Enable database backups at sv273046 for production environment.,Facilities,Iron Man,Iron Man,Avengers,Service E,Low,Low,High,Closed,Medium,2025-12-20T09:00:10.000000,Saturday,2025-12-20T17:00:10.000000,2025-12-22T01:00:10.000000,0
CHG-0001044,Execute systemctl daemon-reload on CSO VM (PROD).,Access,Jack Sparrow,Jack Sparrow,Matrix,Service C,High,Medium,Low,Closed,Medium,2025-12-20T23:53:39.000000,Saturday,2025-12-21T04:53:39.000000,2025-12-21T18:53:39.000000,0
CHG-0001045,Patch remote job runner script dependencies for IMK analytics platform.,Network,Captain Marvel,Captain Marvel,Avengers II,Service B,Medium,Low,Medium,Closed,High,2025-12-21T12:23:57.000000,Sunday,2025-12-21T18:23:57.000000,2025-12-22T23:23:57.000000,0
CHG-0001046,Updating the IDRAC remote board Firmware and BIOS for secffme2.,Facilities,Shang Chi,Shang Chi,Avengers II,Service E,Medium,Medium,Medium,Closed,Medium,2025-12-22T13:32:00.000000,Monday,2025-12-22T16:32:00.000000,2025-12-22T19:32:00.000000,3
CHG-0001047,Certificate renewal for Avatar development environment - Cloud Integration Testing Area.,Network,John Cena,John Cena,Matrix,Service D,Medium,Medium,Medium,Closed,Medium,2025-12-23T22:52:35.000000,Tuesday,2025-12-24T03:52:35.000000,2025-12-24T21:52:35.000000,2
CHG-0001048,Firewall configuration changes for disaster recovery validation testing.,Access,Hulk,Hulk,Avengers,Service E,Medium,Low,Medium,On Hold,High,2025-12-24T06:22:20.000000,Wednesday,,,0
CHG-0001049,Enable database backups at sv273046 for production environment.,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service A,Low,Medium,Medium,Closed,High,2025-12-24T06:15:31.000000,Wednesday,2025-12-24T12:15:31.000000,2025-12-25T22:15:31.000000,5
CHG-0001050,Updating the IDRAC remote board Firmware and BIOS for timffm21.,Facilities,Jack Sparrow,Jack Sparrow,Matrix,Service B,Medium,Low,Low,On Hold,High,2025-12-24T06:46:21.000000,Wednesday,,,2
CHG-0001051,Firewall configuration changes for disaster recovery validation testing.,Complaint,Shang Chi,Shang Chi,Avengers II,Service B,Low,Low,High,In Progress,Medium,2025-12-25T06:18:20.000000,Thursday,2025-12-25T09:18:20.000000,,3
CHG-0001052,Firewall rule onboarding for external SaaS applications via Palo Alto setup.,Access,John Wick,John Wick,Matrix,Service A,Medium,Low,Low,Closed,Critical,2025-12-25T07:41:42.000000,Thursday,2025-12-25T11:41:42.000000,2025-12-26T01:41:42.000000,5
CHG-0001053,Update the IDRAC remote board Firmware and BIOS for secklb01.,Access,John Cena,John Cena,Matrix,Service B,Low,Low,High,Closed,Critical,2025-12-26T16:14:56.000000,Friday,2025-12-26T23:14:56.000000,2025-12-27T03:14:56.000000,2
CHG-0001054,"VUL-NET: Apply Cisco IOS Software Update for routers at PRA, SHA, and TOK sites.",Access,John Wick,John Wick,Matrix,Service C,High,Low,High,Closed,Medium,2025-12-27T14:19:33.000000,Saturday,2025-12-27T18:19:33.000000,2025-12-27T22:19:33.000000,0
CHG-0001055,Request for temporary access rights on Finance application Web UI.,Network,John Cena,John Cena,Matrix,Service A,Medium,Medium,Low,Closed,High,2025-12-28T15:11:35.000000,Sunday,2025-12-28T22:11:35.000000,2025-12-29T03:11:35.000000,0
CHG-0001056,Certificate adjustments for new virtual database pipelines.,Complaint,Thor,Thor,Avengers,Service D,High,Low,Low,Closed,Medium,2025-12-28T11:01:27.000000,Sunday,2025-12-28T19:01:27.000000,2025-12-29T21:01:27.000000,3
CHG-0001057,New IP subnet & access point testing for KL relocation project.,Software,John Wick,John Wick,Matrix,Service D,High,Low,Low,Closed,Medium,2025-12-29T09:03:38.000000,Monday,2025-12-29T11:03:38.000000,2025-12-30T22:03:38.000000,5
CHG-0001058,Initiate scheduled SAN Storage Array node reboot to resolve high uptime issue.,Hardware,Neo,Neo,Matrix,Service E,Low,Medium,Low,Closed,Low,2025-12-29T22:55:17.000000,Monday,2025-12-30T02:55:17.000000,2025-12-31T12:55:17.000000,3
CHG-0001059,Certificate adjustments for new virtual database pipelines.,Facilities,Shang Chi,Shang Chi,Avengers II,Service A,Low,High,High,Closed,Critical,2025-12-30T05:33:39.000000,Tuesday,2025-12-30T11:33:39.000000,2025-12-30T23:33:39.000000,5
CHG-0001060,SSL certificate renewal for SWS corporate web hosting final access gateways.,Hardware,Iron Man,Iron Man,Avengers,Service A,Low,Medium,Medium,Closed,High,2025-12-30T17:01:20.000000,Tuesday,2025-12-31T00:01:20.000000,2026-01-01T02:01:20.000000,4
CHG-0001061,ACI switchports configuration for work orders #REQ0155328 #REQ0147118 #REQ0152855.,Access,Jack Sparrow,Jack Sparrow,Matrix,Service D,Low,Medium,Medium,On Hold,Medium,2025-12-31T17:27:09.000000,Wednesday,,,1
CHG-0001062,Grant access for backup recovery on production machine nodes in DR locations.,Failure,Spiderman,Spiderman,Avengers II,Service C,High,Low,Medium,Closed,High,2025-12-31T22:16:29.000000,Wednesday,2026-01-01T05:16:29.000000,2026-01-02T16:16:29.000000,5
CHG-0001063,Execute hardening measures for SQL server instances post security audit.,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service D,Low,Low,High,Closed,Medium,2025-12-31T02:43:58.000000,Wednesday,2025-12-31T06:43:58.000000,2025-12-31T08:43:58.000000,1
