Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Breach Count,Day,Reopen Zero Flag,Time to Response Hours,Processing Time Hours,Total Time Hours,KPI_breach,Week
CR-4291,Inconsistent access to archived email system,Complaint,Hulk,Hulk,Avengers,Service A,Closed,Low,Low,Low,Low,2025-10-18T10:24:10.000000,2025-10-18T12:24:10.000000,2025-10-20T01:24:10.000000,0,0,Saturday,1,2.0,37.0,39.0,0,2025-42
CR-4292,Periodic high CPU usage on database server causing slow queries,Complaint,Loki,Loki,Avengers,Service C,Closed,Low,Critical,High,High,2025-10-18T02:52:26.000000,2025-10-18T04:52:26.000000,2025-10-18T10:52:26.000000,0,4,Saturday,1,2.0,6.0,8.0,1,2025-42
CR-4293,Recurring performance degradation on core banking application,Network,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Low,Low,Low,Low,2025-10-18T05:01:35.000000,2025-10-18T07:01:35.000000,2025-10-20T14:01:35.000000,0,0,Saturday,1,2.0,55.0,57.0,1,2025-42
CR-4294,Frequent account lockouts for multiple users,Software,Spiderman,Spiderman,Avengers II,Service B,Closed,Medium,Medium,Medium,Medium,2025-10-18T14:24:54.000000,2025-10-18T22:24:54.000000,2025-10-19T12:24:54.000000,0,1,Saturday,1,8.0,14.0,22.0,0,2025-42
CR-4295,Frequent corruption of user profiles on shared workstations,Failure,Hulk,Hulk,Avengers,Service A,On Hold,Medium,High,High,Low,2025-10-18T17:36:29.000000,,,0,2,Saturday,1,,,,0,2025-42
CR-4296,Random loss of mapped network drives on login,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Medium,Medium,Medium,Low,2025-10-18T22:26:46.000000,2025-10-19T05:26:46.000000,2025-10-19T23:26:46.000000,0,1,Saturday,1,7.0,18.0,25.0,0,2025-42
CR-4297,Recurring errors in CRM system data synchronization,Failure,Neo,Neo,Matrix,Service C,On Hold,Low,Critical,High,Medium,2025-10-18T00:42:09.000000,,,1,3,Saturday,0,,,,0,2025-42
CR-4298,Intermittent login issues after password changes,Software,Spiderman,Spiderman,Avengers II,Service A,Closed,High,Medium,Low,Medium,2025-10-18T07:51:05.000000,2025-10-18T15:51:05.000000,2025-10-19T12:51:05.000000,1,2,Saturday,0,8.0,21.0,29.0,0,2025-42
CR-4299,Intermittent failures when connecting to external partner systems,Hardware,Jack Sparrow,Jack Sparrow,Matrix,Service C,Closed,Low,High,Medium,High,2025-10-18T06:45:54.000000,2025-10-18T12:45:54.000000,2025-10-19T03:45:54.000000,0,3,Saturday,1,6.0,15.0,21.0,1,2025-42
CR-4300,Recurring disk space shortages on application servers,Complaint,Hulk,Hulk,Avengers,Service C,Closed,High,High,High,High,2025-10-18T02:42:01.000000,2025-10-18T10:42:01.000000,2025-10-19T05:42:01.000000,0,2,Saturday,1,8.0,19.0,27.0,1,2025-42
CR-4301,Inconsistent synchronization between production and reporting databases,Network,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Low,Medium,Medium,Medium,2025-10-18T20:59:59.000000,2025-10-19T00:59:59.000000,2025-10-20T00:59:59.000000,0,2,Saturday,1,4.0,24.0,28.0,0,2025-42
CR-4302,Unreliable backup completion for certain file shares,Facilities,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,Low,Low,Low,2025-10-18T18:13:25.000000,2025-10-19T00:13:25.000000,2025-10-22T00:13:25.000000,0,0,Saturday,1,6.0,72.0,78.0,1,2025-42
CR-4303,Session timeouts occurring too frequently for web application,Software,Spiderman,Spiderman,Avengers II,Service B,Closed,Low,Medium,Medium,Medium,2025-10-18T00:35:52.000000,2025-10-18T07:35:52.000000,2025-10-19T07:35:52.000000,0,2,Saturday,1,7.0,24.0,31.0,0,2025-42
CR-4304,Scheduled batch jobs failing intermittently without clear error,Failure,Hulk,Hulk,Avengers,Service C,Closed,Medium,Critical,High,High,2025-10-18T21:21:37.000000,2025-10-19T02:21:37.000000,2025-10-19T10:21:37.000000,0,4,Saturday,1,5.0,8.0,13.0,1,2025-42
CR-4305,Random system reboots on specific hardware model,Failure,John Wick,John Wick,Matrix,Service C,Closed,High,Medium,Medium,Medium,2025-10-19T20:55:15.000000,2025-10-20T00:55:15.000000,2025-10-21T07:55:15.000000,0,1,Sunday,1,4.0,31.0,35.0,1,2025-42
CR-4306,Inconsistent behavior of multi-factor authentication prompts,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Low,Medium,Medium,Low,2025-10-19T10:57:59.000000,2025-10-19T13:57:59.000000,2025-10-20T17:57:59.000000,0,1,Sunday,1,3.0,28.0,31.0,1,2025-42
CR-4307,Intermittent failures when connecting to external partner systems,Complaint,John Wick,John Wick,Matrix,Service C,Closed,Medium,Medium,Medium,Medium,2025-10-19T05:02:48.000000,2025-10-19T13:02:48.000000,2025-10-20T18:02:48.000000,0,1,Sunday,1,8.0,29.0,37.0,1,2025-42
CR-4308,Inconsistent access to archived email system,Access,John Cena,John Cena,Matrix,Service C,Closed,High,Medium,Medium,Low,2025-10-19T21:06:31.000000,2025-10-20T02:06:31.000000,2025-10-21T08:06:31.000000,0,2,Sunday,1,5.0,30.0,35.0,1,2025-42
CR-4309,Intermittent login issues after password changes,Facilities,Loki,Loki,Avengers,Service B,Closed,Low,Medium,Low,Low,2025-10-19T16:55:48.000000,2025-10-19T19:55:48.000000,2025-10-20T23:55:48.000000,0,1,Sunday,1,3.0,28.0,31.0,1,2025-42
CR-4310,Unexplained slow logon times for domain users,Data,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Medium,Medium,Low,Low,2025-10-20T09:39:23.000000,2025-10-20T12:39:23.000000,2025-10-21T04:39:23.000000,0,1,Monday,1,3.0,16.0,19.0,0,2025-43
CR-4311,Periodic issues with remote desktop sessions not reconnecting,Facilities,Captain America,Captain America,Avengers,Service A,Closed,High,Critical,High,High,2025-10-20T05:29:21.000000,2025-10-20T10:29:21.000000,2025-10-20T12:29:21.000000,0,3,Monday,1,5.0,2.0,7.0,0,2025-43
CR-4312,Recurring performance degradation on core banking application,Network,Thor,Thor,Avengers,Service B,Closed,Low,High,High,Medium,2025-10-20T04:06:59.000000,2025-10-20T08:06:59.000000,2025-10-20T22:06:59.000000,0,2,Monday,1,4.0,14.0,18.0,1,2025-43
CR-4313,Slow file access on shared network drives during business hours,Data,Captain America,Captain America,Avengers,Service A,Closed,High,High,High,Medium,2025-10-20T08:46:57.000000,2025-10-20T14:46:57.000000,2025-10-21T11:46:57.000000,1,3,Monday,0,6.0,21.0,27.0,1,2025-43
CR-4314,Random application crashes on client workstations,Facilities,Hulk,Hulk,Avengers,Service B,Closed,High,Critical,High,Medium,2025-10-20T07:09:04.000000,2025-10-20T15:09:04.000000,2025-10-20T16:09:04.000000,0,3,Monday,1,8.0,1.0,9.0,0,2025-43
CR-4315,Inconsistent synchronization between production and reporting databases,Data,Captain America,Captain America,Avengers,Service A,Closed,Medium,Medium,Low,Medium,2025-10-20T04:17:23.000000,2025-10-20T11:17:23.000000,2025-10-21T12:17:23.000000,1,1,Monday,0,7.0,25.0,32.0,1,2025-43
CR-4316,Inconsistent access to archived email system,Failure,Loki,Loki,Avengers,Service B,Closed,Medium,Critical,High,Medium,2025-10-20T16:50:58.000000,2025-10-20T22:50:58.000000,2025-10-21T03:50:58.000000,0,4,Monday,1,6.0,5.0,11.0,1,2025-43
CR-4317,Recurring printer spooler service failures on print server,Hardware,Captain America,Captain America,Avengers,Service C,Closed,Medium,Critical,High,High,2025-10-20T01:21:41.000000,2025-10-20T05:21:41.000000,2025-10-20T15:21:41.000000,0,3,Monday,1,4.0,10.0,14.0,1,2025-43
CR-4318,Session timeouts occurring too frequently for web application,Access,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Low,Low,Low,Low,2025-10-20T11:17:41.000000,2025-10-20T18:17:41.000000,2025-10-23T07:17:41.000000,0,0,Monday,1,7.0,61.0,68.0,1,2025-43
CR-4319,Periodic failures in monitoring alerts delivery,Access,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,High,Medium,High,2025-10-20T20:03:14.000000,2025-10-21T04:03:14.000000,2025-10-21T20:03:14.000000,0,2,Monday,1,8.0,16.0,24.0,1,2025-43
CR-4320,Recurring high latency reported in video conferencing sessions,Network,Spiderman,Spiderman,Avengers II,Service A,Closed,High,Medium,Medium,Medium,2025-10-20T02:48:16.000000,2025-10-20T09:48:16.000000,2025-10-21T19:48:16.000000,0,2,Monday,1,7.0,34.0,41.0,1,2025-43
CR-4321,Periodic high CPU usage on database server causing slow queries,Complaint,Iron Man,Iron Man,Avengers,Service C,In Progress,Low,Low,Low,Low,2025-10-20T15:11:54.000000,2025-10-20T19:11:54.000000,,0,0,Monday,1,4.0,,,0,2025-43
CR-4322,Recurring errors in CRM system data synchronization,Software,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Medium,Low,Low,Low,2025-10-21T17:56:07.000000,2025-10-22T01:56:07.000000,2025-10-23T04:56:07.000000,0,1,Tuesday,1,8.0,27.0,35.0,0,2025-43
CR-4323,Frequent errors in scheduled report generation processes,Facilities,Captain America,Captain America,Avengers,Service C,Closed,Medium,High,High,High,2025-10-21T13:29:54.000000,2025-10-21T19:29:54.000000,2025-10-22T14:29:54.000000,0,3,Tuesday,1,6.0,19.0,25.0,1,2025-43
CR-4324,Recurring errors in CRM system data synchronization,Access,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Low,Medium,Medium,Low,2025-10-21T16:34:38.000000,2025-10-21T20:34:38.000000,2025-10-22T14:34:38.000000,0,1,Tuesday,1,4.0,18.0,22.0,0,2025-43
CR-4325,Unstable connection to remote branches over WAN,Network,Thor,Thor,Avengers,Service B,Closed,Medium,Medium,Low,Medium,2025-10-21T18:49:42.000000,2025-10-21T23:49:42.000000,2025-10-22T13:49:42.000000,0,1,Tuesday,1,5.0,14.0,19.0,0,2025-43
CR-4326,Intermittent access issues to HR web portal,Complaint,Neo,Neo,Matrix,Service B,New,Medium,High,High,Medium,2025-10-21T04:37:21.000000,,,1,2,Tuesday,0,,,,0,2025-43
CR-4327,Frequent VPN disconnections during peak hours,Network,Batman,Batman,Matrix,Service C,Closed,High,Medium,Medium,Medium,2025-10-21T15:47:01.000000,2025-10-21T19:47:01.000000,2025-10-22T14:47:01.000000,0,2,Tuesday,1,4.0,19.0,23.0,0,2025-43
CR-4328,Intermittent access issues to HR web portal,Data,Loki,Loki,Avengers,Service B,Closed,High,Medium,Low,Low,2025-10-21T09:06:50.000000,2025-10-21T13:06:50.000000,2025-10-22T03:06:50.000000,0,2,Tuesday,1,4.0,14.0,18.0,0,2025-43
CR-4329,Periodic failures in monitoring alerts delivery,Complaint,John Cena,John Cena,Matrix,Service C,Closed,Low,Medium,Medium,Medium,2025-10-21T16:15:30.000000,2025-10-22T00:15:30.000000,2025-10-23T11:15:30.000000,0,1,Tuesday,1,8.0,35.0,43.0,1,2025-43
CR-4330,Frequent account lockouts for multiple users,Network,Captain America,Captain America,Avengers,Service C,Closed,High,High,Medium,Low,2025-10-21T18:05:11.000000,2025-10-21T22:05:11.000000,2025-10-22T18:05:11.000000,0,3,Tuesday,1,4.0,20.0,24.0,1,2025-43
CR-4331,Intermittent login issues after password changes,Complaint,Captain America,Captain America,Avengers,Service A,Closed,High,Critical,High,High,2025-10-21T00:28:10.000000,2025-10-21T07:28:10.000000,2025-10-21T16:28:10.000000,1,5,Tuesday,0,7.0,9.0,16.0,1,2025-43
CR-4332,Random loss of mapped network drives on login,Complaint,Spiderman,Spiderman,Avengers II,Service B,Closed,Low,Medium,Medium,Low,2025-10-21T23:36:34.000000,2025-10-22T05:36:34.000000,2025-10-23T07:36:34.000000,0,1,Tuesday,1,6.0,26.0,32.0,1,2025-43
CR-4333,Frequent corruption of user profiles on shared workstations,Network,Thor,Thor,Avengers,Service A,Closed,Medium,Low,Low,Low,2025-10-21T08:13:14.000000,2025-10-21T15:13:14.000000,2025-10-23T19:13:14.000000,0,0,Tuesday,1,7.0,52.0,59.0,1,2025-43
CR-4334,Intermittent failures in automated file transfer jobs,Software,Iron Man,Iron Man,Avengers,Service C,New,Low,Critical,Medium,High,2025-10-21T09:15:59.000000,,,0,4,Tuesday,1,,,,0,2025-43
CR-4335,Random loss of mapped network drives on login,Complaint,Iron Man,Iron Man,Avengers,Service A,Closed,Medium,Low,Low,Low,2025-10-21T22:35:13.000000,2025-10-22T04:35:13.000000,2025-10-24T08:35:13.000000,0,0,Tuesday,1,6.0,52.0,58.0,1,2025-43
CR-4336,Recurring high latency reported in video conferencing sessions,Complaint,Iron Man,Iron Man,Avengers,Service C,New,Medium,High,High,Low,2025-10-21T02:45:54.000000,,,0,2,Tuesday,1,,,,0,2025-43
CR-4337,Intermittent email delivery delays to external domains,Software,Doctor Strange,Doctor Strange,Avengers II,Service B,In Progress,High,High,High,High,2025-10-21T18:44:30.000000,2025-10-21T21:44:30.000000,,0,3,Tuesday,1,3.0,,,0,2025-43
CR-4338,Random system reboots on specific hardware model,Network,Hulk,Hulk,Avengers,Service C,Closed,Low,High,High,Medium,2025-10-21T05:52:53.000000,2025-10-21T08:52:53.000000,2025-10-21T16:52:53.000000,0,2,Tuesday,1,3.0,8.0,11.0,0,2025-43
CR-4339,Inconsistent access to archived email system,Complaint,Hulk,Hulk,Avengers,Service A,Closed,High,Critical,Medium,High,2025-10-21T03:39:14.000000,2025-10-21T09:39:14.000000,2025-10-21T10:39:14.000000,0,3,Tuesday,1,6.0,1.0,7.0,0,2025-43
CR-4340,Session timeouts occurring too frequently for web application,Complaint,John Cena,John Cena,Matrix,Service B,Closed,Medium,Medium,Medium,Medium,2025-10-21T06:37:55.000000,2025-10-21T10:37:55.000000,2025-10-22T08:37:55.000000,0,1,Tuesday,1,4.0,22.0,26.0,0,2025-43
CR-4341,Recurring performance degradation on core banking application,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Medium,Medium,Medium,Low,2025-10-21T10:12:48.000000,2025-10-21T14:12:48.000000,2025-10-22T09:12:48.000000,0,1,Tuesday,1,4.0,19.0,23.0,0,2025-43
CR-4342,Intermittent email delivery delays to external domains,Access,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Medium,High,High,Medium,2025-10-21T12:37:07.000000,2025-10-21T14:37:07.000000,2025-10-22T13:37:07.000000,1,3,Tuesday,0,2.0,23.0,25.0,1,2025-43
CR-4343,Inconsistent access to archived email system,Network,Thor,Thor,Avengers,Service A,Closed,Low,High,High,High,2025-10-21T07:56:02.000000,2025-10-21T10:56:02.000000,2025-10-21T21:56:02.000000,0,3,Tuesday,1,3.0,11.0,14.0,1,2025-43
CR-4344,Recurring performance degradation on core banking application,Facilities,Thor,Thor,Avengers,Service B,Closed,Low,High,High,High,2025-10-21T04:28:48.000000,2025-10-21T12:28:48.000000,2025-10-22T07:28:48.000000,0,2,Tuesday,1,8.0,19.0,27.0,1,2025-43
CR-4345,Recurring printing failures for specific printer models,Failure,John Wick,John Wick,Matrix,Service A,Closed,Medium,High,High,High,2025-10-21T12:35:32.000000,2025-10-21T16:35:32.000000,2025-10-22T12:35:32.000000,1,2,Tuesday,0,4.0,20.0,24.0,1,2025-43
CR-4346,Unreliable backup completion for certain file shares,Facilities,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,High,High,High,2025-10-22T23:41:24.000000,2025-10-23T06:41:24.000000,2025-10-23T12:41:24.000000,0,2,Wednesday,1,7.0,6.0,13.0,0,2025-43
CR-4347,Scheduled batch jobs failing intermittently without clear error,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Low,Low,Low,Low,2025-10-22T11:05:35.000000,2025-10-22T14:05:35.000000,2025-10-23T22:05:35.000000,0,0,Wednesday,1,3.0,32.0,35.0,0,2025-43
CR-4348,Intermittent login issues after password changes,Access,John Cena,John Cena,Matrix,Service A,Closed,High,Medium,Low,Medium,2025-10-22T12:25:49.000000,2025-10-22T14:25:49.000000,2025-10-23T14:25:49.000000,0,2,Wednesday,1,2.0,24.0,26.0,0,2025-43
CR-4349,Recurring performance issues on storage system,Software,Hulk,Hulk,Avengers,Service C,Closed,High,Medium,Medium,Medium,2025-10-22T13:59:57.000000,2025-10-22T21:59:57.000000,2025-10-23T09:59:57.000000,0,1,Wednesday,1,8.0,12.0,20.0,0,2025-43
CR-4350,Random loss of mapped network drives on login,Hardware,Thor,Thor,Avengers,Service C,Closed,High,High,High,High,2025-10-22T23:17:11.000000,2025-10-23T04:17:11.000000,2025-10-23T19:17:11.000000,0,2,Wednesday,1,5.0,15.0,20.0,1,2025-43
CR-4351,Random system reboots on specific hardware model,Data,Iron Man,Iron Man,Avengers,Service C,Closed,Low,High,High,High,2025-10-22T12:21:34.000000,2025-10-22T15:21:34.000000,2025-10-23T15:21:34.000000,0,2,Wednesday,1,3.0,24.0,27.0,1,2025-43
CR-4352,Recurring performance issues on storage system,Network,Shang Chi,Shang Chi,Avengers II,Service A,Closed,High,High,Medium,Medium,2025-10-22T18:26:27.000000,2025-10-22T21:26:27.000000,2025-10-23T18:26:27.000000,0,2,Wednesday,1,3.0,21.0,24.0,1,2025-43
CR-4353,Intermittent connectivity issues to cloud-hosted applications,Complaint,Neo,Neo,Matrix,Service C,In Progress,Low,Medium,Low,Medium,2025-10-22T14:02:02.000000,2025-10-22T20:02:02.000000,,0,2,Wednesday,1,6.0,,,0,2025-43
CR-4354,Random disconnections from database for application services,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,High,Medium,Low,Low,2025-10-22T23:20:05.000000,2025-10-23T01:20:05.000000,2025-10-23T21:20:05.000000,0,2,Wednesday,1,2.0,20.0,22.0,0,2025-43
CR-4355,Random loss of mapped network drives on login,Access,Loki,Loki,Avengers,Service B,Closed,Low,Medium,Medium,Medium,2025-10-22T06:12:21.000000,2025-10-22T14:12:21.000000,2025-10-23T15:12:21.000000,0,2,Wednesday,1,8.0,25.0,33.0,1,2025-43
CR-4356,Inconsistent application behavior after automated updates,Hardware,Iron Man,Iron Man,Avengers,Service A,Closed,High,Critical,High,High,2025-10-22T01:15:07.000000,2025-10-22T08:15:07.000000,2025-10-22T17:15:07.000000,0,4,Wednesday,1,7.0,9.0,16.0,1,2025-43
CR-4357,Random freezing of operating system on virtual desktops,Facilities,Captain America,Captain America,Avengers,Service C,Closed,Low,Medium,Medium,Medium,2025-10-22T23:02:22.000000,2025-10-23T03:02:22.000000,2025-10-24T09:02:22.000000,0,2,Wednesday,1,4.0,30.0,34.0,1,2025-43
CR-4358,Random loss of mapped network drives on login,Complaint,Captain America,Captain America,Avengers,Service A,Closed,High,Critical,High,High,2025-10-22T18:11:49.000000,2025-10-22T20:11:49.000000,2025-10-22T22:11:49.000000,0,4,Wednesday,1,2.0,2.0,4.0,0,2025-43
CR-4359,Recurring time synchronization issues across servers,Facilities,Captain America,Captain America,Avengers,Service C,Closed,Medium,High,High,High,2025-10-22T14:16:35.000000,2025-10-22T19:16:35.000000,2025-10-23T15:16:35.000000,0,3,Wednesday,1,5.0,20.0,25.0,1,2025-43
CR-4360,Recurring disk space shortages on application servers,Complaint,Jack Sparrow,Jack Sparrow,Matrix,Service C,Closed,High,Medium,Medium,Medium,2025-10-22T23:12:47.000000,2025-10-23T06:12:47.000000,2025-10-24T15:12:47.000000,0,2,Wednesday,1,7.0,33.0,40.0,1,2025-43
CR-4361,Recurring time synchronization issues across servers,Software,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,High,Medium,Medium,Medium,2025-10-22T17:09:17.000000,2025-10-22T21:09:17.000000,2025-10-24T07:09:17.000000,0,1,Wednesday,1,4.0,34.0,38.0,1,2025-43
CR-4362,Scheduled batch jobs failing intermittently without clear error,Data,Iron Man,Iron Man,Avengers,Service B,Closed,High,Critical,High,Medium,2025-10-22T07:08:59.000000,2025-10-22T15:08:59.000000,2025-10-22T23:08:59.000000,0,3,Wednesday,1,8.0,8.0,16.0,1,2025-43
CR-4363,Recurring errors in CRM system data synchronization,Facilities,John Wick,John Wick,Matrix,Service A,Closed,High,Critical,Medium,High,2025-10-23T00:20:40.000000,2025-10-23T02:20:40.000000,2025-10-23T13:20:40.000000,0,5,Thursday,1,2.0,11.0,13.0,1,2025-43
CR-4364,Inconsistent synchronization between production and reporting databases,Software,Thor,Thor,Avengers,Service A,Closed,Medium,Critical,High,High,2025-10-23T08:22:32.000000,2025-10-23T14:22:32.000000,2025-10-24T02:22:32.000000,1,4,Thursday,0,6.0,12.0,18.0,1,2025-43
CR-4365,Recurring SSL certificate errors for internal applications,Failure,Captain America,Captain America,Avengers,Service A,Closed,High,Critical,High,High,2025-10-23T11:32:08.000000,2025-10-23T14:32:08.000000,2025-10-23T17:32:08.000000,1,3,Thursday,0,3.0,3.0,6.0,0,2025-43
CR-4366,Unstable Wi-Fi coverage in specific office area,Data,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,High,Medium,Medium,Medium,2025-10-23T17:08:36.000000,2025-10-23T23:08:36.000000,2025-10-24T12:08:36.000000,0,1,Thursday,1,6.0,13.0,19.0,0,2025-43
CR-4367,Session timeouts occurring too frequently for web application,Network,Loki,Loki,Avengers,Service A,Closed,Medium,Critical,High,High,2025-10-23T17:10:08.000000,2025-10-23T23:10:08.000000,2025-10-24T11:10:08.000000,0,5,Thursday,1,6.0,12.0,18.0,1,2025-43
CR-4368,Frequent VPN disconnections during peak hours,Facilities,Spiderman,Spiderman,Avengers II,Service B,Closed,Low,Medium,Medium,Medium,2025-10-23T14:05:22.000000,2025-10-23T20:05:22.000000,2025-10-25T02:05:22.000000,0,2,Thursday,1,6.0,30.0,36.0,1,2025-43
