Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Breach Count,Day,Reopen Zero Flag,Time to Response Hours,Processing Time Hours,Total Time Hours,KPI_breach
CR-25864,Enable high-availability configuration on two production servers.,Software,Iron Man,Iron Man,Avengers,Service C,Closed,High,Medium,Medium,Low,2025-10-03T22:37:17.000000,2025-10-04T01:37:17.000000,2025-10-04T23:37:17.000000,0,2,Friday,1,3.0,22.0,25.0,0
CR-25865,Request to create test environment for application testing.,Access,Iron Man,Iron Man,Avengers,Service C,Closed,High,Medium,Medium,Medium,2025-10-03T10:30:48.000000,2025-10-03T15:30:48.000000,2025-10-04T14:30:48.000000,0,1,Friday,1,5.0,23.0,28.0,0
CR-25866,Request for extended quota on shared email inbox.,Network,Hulk,Hulk,Avengers,Service C,In Progress,Medium,Critical,High,High,2025-10-03T11:53:19.000000,2025-10-03T15:53:19.000000,,0,4,Friday,1,4.0,0.0,0.0,0
CR-25867,Request to configure SSO login for external web resource.,Complaint,Loki,Loki,Avengers,Service A,Closed,Low,High,High,Medium,2025-10-03T10:02:04.000000,2025-10-03T13:02:04.000000,2025-10-04T04:02:04.000000,0,3,Friday,1,3.0,15.0,18.0,0
CR-25868,Grant access to restricted database for data analytics intern.,Software,John Wick,John Wick,Matrix,Service C,Closed,Medium,Critical,High,High,2025-10-03T19:12:26.000000,2025-10-03T21:12:26.000000,2025-10-03T22:12:26.000000,0,4,Friday,1,2.0,1.0,3.0,0
CR-25869,Document retention policy modification for compliance purposes.,Data,Jack Sparrow,Jack Sparrow,Matrix,Service B,New,Low,Medium,Low,Low,2025-10-04T08:05:37.000000,,,0,2,Saturday,1,0.0,0.0,0.0,0
CR-25870,Request to create and configure backup jobs for departmental database.,Software,John Wick,John Wick,Matrix,Service C,Closed,Medium,Critical,High,Medium,2025-10-04T13:45:29.000000,2025-10-04T19:45:29.000000,2025-10-04T21:45:29.000000,0,4,Saturday,1,6.0,2.0,8.0,0
CR-25871,Relocation of desktop workstation within the office premises.,Access,Loki,Loki,Avengers,Service C,Closed,Medium,Critical,High,High,2025-10-04T10:08:42.000000,2025-10-04T17:08:42.000000,2025-10-05T00:08:42.000000,0,4,Saturday,1,7.0,7.0,14.0,1
CR-25872,Request for extended quota on shared email inbox.,Network,Hulk,Hulk,Avengers,Service A,Closed,High,Critical,High,High,2025-10-04T07:16:13.000000,2025-10-04T09:16:13.000000,2025-10-04T17:16:13.000000,1,3,Saturday,0,2.0,8.0,10.0,1
CR-25873,Add two new access points to the office Wi-Fi network.,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Low,High,Medium,Medium,2025-10-04T07:42:11.000000,2025-10-04T10:42:11.000000,2025-10-05T03:42:11.000000,0,3,Saturday,1,3.0,17.0,20.0,1
CR-25874,Change access rights on shared folder for team lead.,Complaint,Hulk,Hulk,Avengers,Service A,Closed,Low,Medium,Medium,Medium,2025-10-04T10:37:56.000000,2025-10-04T13:37:56.000000,2025-10-05T11:37:56.000000,0,1,Saturday,1,3.0,22.0,25.0,0
CR-25875,Troubleshoot application access issues related to role change.,Hardware,Captain America,Captain America,Avengers,Service C,Closed,Low,Critical,High,High,2025-10-04T19:30:20.000000,2025-10-05T01:30:20.000000,2025-10-05T02:30:20.000000,0,3,Saturday,1,6.0,1.0,7.0,0
CR-25876,Request to delete unused virtual machines in non-production environment.,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Medium,Critical,High,High,2025-10-04T09:55:43.000000,2025-10-04T13:55:43.000000,2025-10-04T22:55:43.000000,0,5,Saturday,1,4.0,9.0,13.0,1
CR-25877,Create custom email signature for company branding.,Data,Loki,Loki,Avengers,Service A,Closed,High,Critical,High,High,2025-10-04T07:19:01.000000,2025-10-04T09:19:01.000000,2025-10-04T20:19:01.000000,0,3,Saturday,1,2.0,11.0,13.0,1
CR-25878,Setup repository access for junior developers.,Complaint,Thor,Thor,Avengers,Service C,Closed,Low,Low,Low,Low,2025-10-04T20:46:33.000000,2025-10-05T02:46:33.000000,2025-10-06T16:46:33.000000,0,0,Saturday,1,6.0,38.0,44.0,0
CR-25879,Grant access to restricted database for data analytics intern.,Failure,Thor,Thor,Avengers,Service C,Closed,Low,High,Medium,High,2025-10-04T19:59:05.000000,2025-10-05T01:59:05.000000,2025-10-05T21:59:05.000000,0,3,Saturday,1,6.0,20.0,26.0,1
CR-25880,Install licensed Microsoft Visio on a department computer.,Data,Batman,Batman,Matrix,Service A,Closed,High,Medium,Low,Medium,2025-10-04T00:51:32.000000,2025-10-04T08:51:32.000000,2025-10-05T08:51:32.000000,1,1,Saturday,0,8.0,24.0,32.0,0
CR-25881,Reassign ownership of project management tools to new team lead.,Network,Loki,Loki,Avengers,Service B,Closed,Low,Critical,High,Medium,2025-10-04T12:55:07.000000,2025-10-04T19:55:07.000000,2025-10-05T01:55:07.000000,1,3,Saturday,0,7.0,6.0,13.0,1
CR-25882,Document retention policy modification for compliance purposes.,Access,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,Critical,High,High,2025-10-04T08:08:49.000000,2025-10-04T16:08:49.000000,2025-10-05T01:08:49.000000,0,4,Saturday,1,8.0,9.0,17.0,1
CR-25883,Extend mailbox retention policy for legal department emails.,Access,Captain America,Captain America,Avengers,Service C,Closed,Low,Critical,High,High,2025-10-04T22:18:01.000000,2025-10-05T04:18:01.000000,2025-10-05T07:18:01.000000,0,4,Saturday,1,6.0,3.0,9.0,0
CR-25884,Activate mobile application access for workflow approvals.,Software,Captain Marvel,Captain Marvel,Avengers II,Service A,New,Medium,Low,Low,Low,2025-10-04T06:05:02.000000,,,0,1,Saturday,1,0.0,0.0,0.0,0
CR-25885,Enable multi-factor authentication for remote developers.,Access,Batman,Batman,Matrix,Service C,Closed,Medium,High,Medium,High,2025-10-04T13:56:34.000000,2025-10-04T17:56:34.000000,2025-10-05T06:56:34.000000,0,3,Saturday,1,4.0,13.0,17.0,0
CR-25886,Troubleshoot application access issues related to role change.,Network,Iron Man,Iron Man,Avengers,Service B,Closed,High,High,Medium,High,2025-10-04T09:19:39.000000,2025-10-04T12:19:39.000000,2025-10-04T21:19:39.000000,0,2,Saturday,1,3.0,9.0,12.0,0
CR-25887,Configuration update needed for internal voice gateway routing.,Complaint,Batman,Batman,Matrix,Service A,Closed,Low,Critical,High,High,2025-10-04T16:17:18.000000,2025-10-04T22:17:18.000000,2025-10-05T01:17:18.000000,0,4,Saturday,1,6.0,3.0,9.0,0
CR-25888,Relocation of desktop workstation within the office premises.,Data,Iron Man,Iron Man,Avengers,Service B,Closed,High,High,Medium,High,2025-10-04T23:10:56.000000,2025-10-05T05:10:56.000000,2025-10-05T17:10:56.000000,0,2,Saturday,1,6.0,12.0,18.0,0
CR-25889,Relocation of desktop workstation within the office premises.,Access,Thor,Thor,Avengers,Service A,Closed,High,Medium,Low,Medium,2025-10-04T19:10:57.000000,2025-10-04T22:10:57.000000,2025-10-06T07:10:57.000000,1,2,Saturday,0,3.0,33.0,36.0,1
CR-25890,Request to create test environment for application testing.,Access,Captain America,Captain America,Avengers,Service C,Closed,Medium,High,High,Medium,2025-10-04T10:33:20.000000,2025-10-04T14:33:20.000000,2025-10-05T09:33:20.000000,0,3,Saturday,1,4.0,19.0,23.0,1
CR-25891,Configuration update needed for internal voice gateway routing.,Facilities,Hulk,Hulk,Avengers,Service A,Closed,Medium,High,High,Medium,2025-10-04T21:55:03.000000,2025-10-04T23:55:03.000000,2025-10-05T08:55:03.000000,0,2,Saturday,1,2.0,9.0,11.0,0
CR-25892,Request to add new printer to network for HR department.,Software,John Wick,John Wick,Matrix,Service B,On Hold,Medium,Medium,Medium,Medium,2025-10-04T17:39:23.000000,,,0,2,Saturday,1,0.0,0.0,0.0,0
CR-25893,Upgrade virtual machine specs for training platform.,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Low,Critical,High,High,2025-10-04T10:58:51.000000,2025-10-04T16:58:51.000000,2025-10-05T03:58:51.000000,0,4,Saturday,1,6.0,11.0,17.0,1
CR-25894,Request to configure SSO login for external web resource.,Hardware,Captain America,Captain America,Avengers,Service C,Closed,Medium,Critical,Medium,High,2025-10-04T22:57:55.000000,2025-10-05T05:57:55.000000,2025-10-05T06:57:55.000000,0,5,Saturday,1,7.0,1.0,8.0,0
CR-25895,Upgrade virtual machine specs for training platform.,Software,John Wick,John Wick,Matrix,Service C,Closed,High,Medium,Low,Low,2025-10-04T07:55:44.000000,2025-10-04T12:55:44.000000,2025-10-05T17:55:44.000000,0,2,Saturday,1,5.0,29.0,34.0,1
CR-25896,Activate mobile application access for workflow approvals.,Facilities,Iron Man,Iron Man,Avengers,Service A,New,Low,Critical,High,High,2025-10-04T22:56:01.000000,,,0,3,Saturday,1,0.0,0.0,0.0,0
CR-25897,Request to create a new distribution list for the Marketing team.,Access,Captain America,Captain America,Avengers,Service A,Closed,Medium,High,High,High,2025-10-04T02:40:28.000000,2025-10-04T06:40:28.000000,2025-10-05T02:40:28.000000,0,2,Saturday,1,4.0,20.0,24.0,1
CR-25898,Request to install Python libraries on student laptops.,Facilities,Spiderman,Spiderman,Avengers II,Service A,Closed,High,High,High,Medium,2025-10-04T17:58:09.000000,2025-10-04T19:58:09.000000,2025-10-05T06:58:09.000000,0,2,Saturday,1,2.0,11.0,13.0,0
CR-25899,Create subdomain for new departmental website launch.,Data,Thor,Thor,Avengers,Service C,Closed,High,Critical,Medium,High,2025-10-04T17:24:17.000000,2025-10-05T01:24:17.000000,2025-10-05T08:24:17.000000,0,3,Saturday,1,8.0,7.0,15.0,1
CR-25900,Grant access to restricted database for data analytics intern.,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,High,Critical,High,Medium,2025-10-04T18:54:41.000000,2025-10-04T20:54:41.000000,2025-10-04T23:54:41.000000,0,3,Saturday,1,2.0,3.0,5.0,0
CR-25901,User asking for permissions to install additional software.,Hardware,Neo,Neo,Matrix,Service B,Closed,High,Medium,Medium,Medium,2025-10-04T17:30:01.000000,2025-10-04T19:30:01.000000,2025-10-05T14:30:01.000000,0,2,Saturday,1,2.0,19.0,21.0,0
CR-25902,Request to access internal SharePoint site for the Finance department.,Complaint,Thor,Thor,Avengers,Service C,Closed,Low,Critical,High,Medium,2025-10-04T22:33:17.000000,2025-10-05T00:33:17.000000,2025-10-05T09:33:17.000000,0,5,Saturday,1,2.0,9.0,11.0,1
CR-25903,Setup repository access for junior developers.,Facilities,Thor,Thor,Avengers,Service B,Closed,High,Medium,Low,Medium,2025-10-04T10:10:06.000000,2025-10-04T17:10:06.000000,2025-10-06T04:10:06.000000,0,1,Saturday,1,7.0,35.0,42.0,1
CR-25904,Request to create container image repository for DevOps team.,Failure,Iron Man,Iron Man,Avengers,Service B,Closed,High,Low,Low,Low,2025-10-04T06:04:20.000000,2025-10-04T14:04:20.000000,2025-10-05T19:04:20.000000,0,0,Saturday,1,8.0,29.0,37.0,0
CR-25905,Request to access internal SharePoint site for the Finance department.,Software,Iron Man,Iron Man,Avengers,Service B,In Progress,Low,Medium,Medium,Medium,2025-10-04T23:47:47.000000,2025-10-05T01:47:47.000000,,0,2,Saturday,1,2.0,0.0,0.0,0
CR-25906,Replace hardware for malfunctioning conference room equipment.,Network,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Low,Critical,High,High,2025-10-04T00:10:29.000000,2025-10-04T03:10:29.000000,2025-10-04T12:10:29.000000,0,5,Saturday,1,3.0,9.0,12.0,1
CR-25907,Request for extended quota on shared email inbox.,Data,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Medium,Low,Low,Low,2025-10-04T21:04:16.000000,2025-10-05T01:04:16.000000,2025-10-06T15:04:16.000000,0,0,Saturday,1,4.0,38.0,42.0,0
CR-25908,Document retention policy modification for compliance purposes.,Network,John Cena,John Cena,Matrix,Service C,Closed,Medium,High,Medium,Medium,2025-10-04T15:17:41.000000,2025-10-04T17:17:41.000000,2025-10-05T16:17:41.000000,0,3,Saturday,1,2.0,23.0,25.0,1
CR-25909,Enable port redirection for database replication tasks.,Software,John Wick,John Wick,Matrix,Service C,Closed,Low,Medium,Medium,Low,2025-10-04T06:33:34.000000,2025-10-04T11:33:34.000000,2025-10-05T18:33:34.000000,0,1,Saturday,1,5.0,31.0,36.0,1
CR-25910,Request for cloud storage account provisioning for upcoming project.,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Low,Medium,Medium,Medium,2025-10-04T08:50:21.000000,2025-10-04T10:50:21.000000,2025-10-05T09:50:21.000000,0,2,Saturday,1,2.0,23.0,25.0,0
CR-25911,Install licensed Microsoft Visio on a department computer.,Failure,Captain America,Captain America,Avengers,Service B,Closed,Low,Low,Low,Low,2025-10-04T17:24:25.000000,2025-10-04T21:24:25.000000,2025-10-06T02:24:25.000000,0,0,Saturday,1,4.0,29.0,33.0,0
CR-25912,Extend mailbox retention policy for legal department emails.,Software,Captain America,Captain America,Avengers,Service C,Closed,Low,High,Medium,High,2025-10-04T08:40:14.000000,2025-10-04T11:40:14.000000,2025-10-04T18:40:14.000000,0,3,Saturday,1,3.0,7.0,10.0,0
CR-25913,Provision external storage for graphics design project.,Software,Spiderman,Spiderman,Avengers II,Service A,Closed,Medium,Medium,Medium,Medium,2025-10-04T09:32:44.000000,2025-10-04T14:32:44.000000,2025-10-06T00:32:44.000000,0,2,Saturday,1,5.0,34.0,39.0,1
CR-25914,Request to delete unused virtual machines in non-production environment.,Facilities,Thor,Thor,Avengers,Service B,Closed,High,High,High,Medium,2025-10-04T05:31:36.000000,2025-10-04T11:31:36.000000,2025-10-05T10:31:36.000000,1,2,Saturday,0,6.0,23.0,29.0,1
CR-25915,Request to create a new distribution list for the Marketing team.,Complaint,Loki,Loki,Avengers,Service A,Closed,Low,Medium,Medium,Medium,2025-10-04T13:06:51.000000,2025-10-04T15:06:51.000000,2025-10-06T03:06:51.000000,0,1,Saturday,1,2.0,36.0,38.0,1
CR-25916,Setup repository access for junior developers.,Access,Loki,Loki,Avengers,Service B,Closed,Low,Medium,Medium,Medium,2025-10-04T12:15:51.000000,2025-10-04T15:15:51.000000,2025-10-05T15:15:51.000000,1,1,Saturday,0,3.0,24.0,27.0,0
CR-25917,Request to create test environment for application testing.,Network,Loki,Loki,Avengers,Service A,Closed,High,Medium,Low,Low,2025-10-04T05:51:59.000000,2025-10-04T10:51:59.000000,2025-10-05T08:51:59.000000,0,2,Saturday,1,5.0,22.0,27.0,0
CR-25918,Upgrade Oracle database version to meet system requirements.,Hardware,Captain America,Captain America,Avengers,Service A,Closed,High,Critical,High,High,2025-10-04T09:04:39.000000,2025-10-04T13:04:39.000000,2025-10-04T22:04:39.000000,0,3,Saturday,1,4.0,9.0,13.0,1
CR-25919,Provision external storage for graphics design project.,Data,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,Critical,High,High,2025-10-04T21:51:25.000000,2025-10-05T05:51:25.000000,2025-10-05T15:51:25.000000,1,4,Saturday,0,8.0,10.0,18.0,1
CR-25920,Request to reset password for employee account.,Complaint,Captain America,Captain America,Avengers,Service A,Closed,Low,Critical,High,High,2025-10-04T22:06:19.000000,2025-10-05T00:06:19.000000,2025-10-05T08:06:19.000000,0,3,Saturday,1,2.0,8.0,10.0,1
CR-25921,Request to configure SSO login for external web resource.,Facilities,Captain America,Captain America,Avengers,Service A,Closed,High,Critical,High,Medium,2025-10-04T10:58:28.000000,2025-10-04T13:58:28.000000,2025-10-04T17:58:28.000000,0,5,Saturday,1,3.0,4.0,7.0,0
CR-25922,Change access rights on shared folder for team lead.,Software,Thor,Thor,Avengers,Service C,Closed,High,High,High,High,2025-10-04T18:55:32.000000,2025-10-05T00:55:32.000000,2025-10-05T12:55:32.000000,1,2,Saturday,0,6.0,12.0,18.0,0
CR-25923,Replace hardware for malfunctioning conference room equipment.,Network,Thor,Thor,Avengers,Service C,Closed,High,Critical,High,High,2025-10-05T09:51:58.000000,2025-10-05T12:51:58.000000,2025-10-05T14:51:58.000000,0,5,Sunday,1,3.0,2.0,5.0,0
CR-25924,Create subdomain for new departmental website launch.,Data,Hulk,Hulk,Avengers,Service A,Closed,Medium,Low,Low,Low,2025-10-05T01:33:12.000000,2025-10-05T06:33:12.000000,2025-10-07T15:33:12.000000,0,1,Sunday,1,5.0,57.0,62.0,1
CR-25925,Request to create and configure backup jobs for departmental database.,Data,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Medium,High,Medium,High,2025-10-05T00:40:59.000000,2025-10-05T06:40:59.000000,2025-10-05T15:40:59.000000,0,2,Sunday,1,6.0,9.0,15.0,0
CR-25926,Enable multi-factor authentication for remote developers.,Complaint,Thor,Thor,Avengers,Service A,New,Medium,Critical,High,High,2025-10-05T22:35:11.000000,,,0,4,Sunday,1,0.0,0.0,0.0,0
CR-25927,Request to enable remote access to on-site servers.,Data,Loki,Loki,Avengers,Service B,Closed,Low,Critical,High,High,2025-10-05T14:47:49.000000,2025-10-05T22:47:49.000000,2025-10-06T05:47:49.000000,0,4,Sunday,1,8.0,7.0,15.0,1
CR-25928,Re-enable accounts for recent employee returning after leave.,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Low,Medium,Medium,Medium,2025-10-05T11:50:32.000000,2025-10-05T19:50:32.000000,2025-10-06T13:50:32.000000,0,1,Sunday,1,8.0,18.0,26.0,0
CR-25929,Request to add new printer to network for HR department.,Software,John Cena,John Cena,Matrix,Service A,Closed,Medium,Medium,Medium,Low,2025-10-05T16:08:34.000000,2025-10-05T22:08:34.000000,2025-10-07T05:08:34.000000,0,2,Sunday,1,6.0,31.0,37.0,1
CR-25930,Troubleshoot application access issues related to role change.,Software,Thor,Thor,Avengers,Service A,Closed,Low,High,Medium,High,2025-10-05T10:25:21.000000,2025-10-05T16:25:21.000000,2025-10-06T12:25:21.000000,0,3,Sunday,1,6.0,20.0,26.0,1
CR-25931,Troubleshoot application access issues related to role change.,Software,Thor,Thor,Avengers,Service B,Closed,Low,Critical,High,High,2025-10-05T10:22:43.000000,2025-10-05T13:22:43.000000,2025-10-05T19:22:43.000000,0,5,Sunday,1,3.0,6.0,9.0,1
CR-25932,Configure alerts for reporting dashboard thresholds.,Data,Spiderman,Spiderman,Avengers II,Service C,Closed,Low,High,High,Medium,2025-10-05T11:59:29.000000,2025-10-05T13:59:29.000000,2025-10-06T02:59:29.000000,0,3,Sunday,1,2.0,13.0,15.0,0
CR-25933,Provision special access profiles for GDPR compliance audits.,Data,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Low,Medium,Medium,Medium,2025-10-05T16:59:38.000000,2025-10-06T00:59:38.000000,2025-10-07T07:59:38.000000,0,2,Sunday,1,8.0,31.0,39.0,1
CR-25934,Change access rights on shared folder for team lead.,Data,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Medium,Critical,High,Medium,2025-10-05T15:17:48.000000,2025-10-05T22:17:48.000000,2025-10-06T09:17:48.000000,0,5,Sunday,1,7.0,11.0,18.0,1
CR-25935,Request to create a new distribution list for the Marketing team.,Hardware,Batman,Batman,Matrix,Service C,Closed,Medium,Low,Low,Low,2025-10-05T08:03:13.000000,2025-10-05T10:03:13.000000,2025-10-06T11:03:13.000000,0,1,Sunday,1,2.0,25.0,27.0,0
CR-25936,Request for cloud storage account provisioning for upcoming project.,Access,John Wick,John Wick,Matrix,Service A,Closed,Low,Medium,Low,Medium,2025-10-05T12:01:27.000000,2025-10-05T16:01:27.000000,2025-10-06T13:01:27.000000,0,2,Sunday,1,4.0,21.0,25.0,0
CR-25937,Configuration update needed for internal voice gateway routing.,Access,John Wick,John Wick,Matrix,Service C,Closed,Low,High,Medium,High,2025-10-05T09:05:50.000000,2025-10-05T11:05:50.000000,2025-10-06T09:05:50.000000,0,2,Sunday,1,2.0,22.0,24.0,1
CR-25938,Request to configure SSO login for external web resource.,Facilities,Hulk,Hulk,Avengers,Service A,Closed,High,High,High,Medium,2025-10-05T01:35:33.000000,2025-10-05T05:35:33.000000,2025-10-06T03:35:33.000000,1,3,Sunday,0,4.0,22.0,26.0,1
CR-25939,User asking for permissions to install additional software.,Failure,Captain America,Captain America,Avengers,Service C,Closed,Medium,Medium,Medium,Medium,2025-10-05T17:39:43.000000,2025-10-05T23:39:43.000000,2025-10-06T23:39:43.000000,0,2,Sunday,1,6.0,24.0,30.0,0
