Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Day,Reopen Zero Flag
CR-34401,Endpoint antivirus detected and quarantined malware,Failure,Captain America,Captain America,Matrix,Service B,Closed,Medium,High,High,High,2025-11-22T14:43:00.000000,2025-11-22T20:53:46.000000,2025-11-23T19:38:55.000000,1,Saturday,0
CR-34402,Multiple devices reporting same malware signature,Failure,Peter,Jan,Avengers II,Service A,Closed,Low,High,Low,Low,2025-11-22T11:59:26.000000,2025-11-22T17:33:21.000000,2025-11-23T02:18:41.000000,0,Saturday,1
CR-34403,Suspicious outbound traffic to known malicious domain,Hardware,Thor,Martin,Avengers,Service A,In Progress,Low,Medium,Medium,Medium,2025-11-22T07:25:33.000000,2025-11-22T13:32:24.000000,,0,Saturday,1
CR-34404,Unauthorized installation of unapproved software,Network,Martin,Jan,Matrix,Service C,Closed,Medium,Low,High,Low,2025-11-22T14:14:07.000000,2025-11-22T18:19:59.000000,2025-11-24T06:05:54.000000,0,Saturday,1
CR-34405,Suspicious file execution blocked by application control,Software,Michal,Captain America,Avengers II,Service A,Closed,Medium,Low,High,High,2025-11-22T21:10:02.000000,2025-11-23T02:05:20.000000,2025-11-23T10:54:42.000000,0,Saturday,1
CR-34406,Endpoint reported repeated blocked exploit attempts,Complaint,Thor,Captain America,Avengers,Service A,Closed,High,Low,High,Low,2025-11-22T22:54:06.000000,2025-11-23T03:02:43.000000,2025-11-23T22:47:32.000000,0,Saturday,1
CR-34407,Suspicious file execution blocked by application control,Hardware,Michal,Jan,Avengers II,Service B,Closed,High,Medium,Low,High,2025-11-22T14:14:01.000000,2025-11-22T17:10:40.000000,2025-11-22T19:31:56.000000,1,Saturday,0
CR-34408,Multiple devices reporting same malware signature,Network,Peter,Michal,Matrix,Service A,Closed,High,High,Medium,Medium,2025-11-22T20:23:11.000000,2025-11-23T01:20:21.000000,2025-11-24T06:08:43.000000,1,Saturday,0
CR-34409,Abnormal API access pattern from external client,Complaint,Martin,Martin,Matrix,Service C,Closed,Medium,High,Low,High,2025-11-22T06:23:23.000000,2025-11-22T11:56:01.000000,2025-11-22T19:13:07.000000,0,Saturday,1
CR-34410,Abnormal outbound DNS requests from single host,Complaint,Captain America,Peter,Matrix,Service C,Closed,High,Medium,Low,Low,2025-11-22T04:26:59.000000,2025-11-22T06:37:59.000000,2025-11-22T17:45:37.000000,1,Saturday,0
CR-34411,Malicious macro detected in office document,Failure,Iron Man,Jan,Avengers II,Service B,Closed,High,High,Low,High,2025-11-22T03:16:24.000000,2025-11-22T08:01:27.000000,2025-11-23T00:59:20.000000,0,Saturday,1
CR-34412,Phishing email reported by employee,Facilities,Peter,Thor,Avengers II,Service C,Closed,Medium,Medium,High,High,2025-11-22T16:07:10.000000,2025-11-22T22:20:13.000000,2025-11-23T07:53:04.000000,0,Saturday,1
CR-34413,Login from decommissioned device detected in logs,Hardware,Martin,Peter,Avengers II,Service A,Closed,Low,Low,Low,Low,2025-11-22T02:33:27.000000,2025-11-22T06:07:46.000000,2025-11-23T18:37:29.000000,0,Saturday,1
CR-34414,Multiple password reset requests from same user,Facilities,Michal,Jan,Matrix,Service C,Closed,Medium,High,High,Medium,2025-11-22T11:02:29.000000,2025-11-22T18:31:14.000000,2025-11-24T04:50:04.000000,0,Saturday,1
CR-34415,Security policy violation on mobile device,Network,Jan,Thor,Matrix,Service A,Closed,Medium,High,High,High,2025-11-22T11:05:38.000000,2025-11-22T18:46:56.000000,2025-11-24T09:16:41.000000,0,Saturday,1
CR-34416,Suspicious authentication token reuse detected,Software,Iron Man,Iron Man,Matrix,Service C,New,Medium,High,High,High,2025-11-22T00:56:55.000000,,,0,Saturday,1
CR-34417,Suspicious PowerShell activity detected on workstation,Facilities,Peter,Peter,Avengers,Service C,Closed,Medium,Low,Low,Low,2025-11-22T02:24:15.000000,2025-11-22T10:32:00.000000,2025-11-22T19:05:30.000000,1,Saturday,0
CR-34418,Unusual administrative activity on domain controller,Data,Martin,Iron Man,Avengers II,Service A,Closed,Medium,High,Low,Low,2025-11-22T07:11:50.000000,2025-11-22T13:49:53.000000,2025-11-23T13:06:11.000000,1,Saturday,0
CR-34419,Unusual traffic to anonymization service detected,Network,Thor,Peter,Avengers II,Service C,In Progress,High,Medium,Low,Low,2025-11-22T01:01:52.000000,2025-11-22T03:59:32.000000,,0,Saturday,1
CR-34420,Login from decommissioned device detected in logs,Complaint,Captain America,Thor,Matrix,Service B,Closed,Medium,High,Low,Low,2025-11-22T11:27:38.000000,2025-11-22T19:12:54.000000,2025-11-23T04:24:47.000000,0,Saturday,1
CR-34421,Suspicious PowerShell activity detected on workstation,Network,Michal,Peter,Avengers II,Service A,Closed,Medium,High,Medium,Low,2025-11-22T00:41:30.000000,2025-11-22T03:12:31.000000,2025-11-23T17:42:03.000000,0,Saturday,1
CR-34422,Abnormal outbound DNS requests from single host,Software,Captain America,Michal,Avengers,Service B,Closed,Low,Medium,High,Low,2025-11-22T00:54:22.000000,2025-11-22T02:30:25.000000,2025-11-23T20:24:35.000000,0,Saturday,1
CR-34423,Multiple devices reporting same malware signature,Software,Captain America,Peter,Matrix,Service C,Closed,High,High,Medium,Low,2025-11-22T12:52:02.000000,2025-11-22T15:06:32.000000,2025-11-23T02:03:38.000000,0,Saturday,1
CR-34424,Web proxy blocked access to high-risk website,Hardware,Peter,Peter,Matrix,Service C,Closed,Low,Low,High,High,2025-11-22T09:49:21.000000,2025-11-22T15:29:22.000000,2025-11-23T15:06:51.000000,0,Saturday,1
CR-34425,Unusual administrative activity on domain controller,Failure,Peter,Peter,Avengers II,Service C,Closed,High,Low,High,Low,2025-11-22T17:40:10.000000,2025-11-22T21:20:01.000000,2025-11-23T23:13:31.000000,0,Saturday,1
CR-34426,Privileged user access review identified anomalies,Data,Iron Man,Thor,Avengers,Service C,Closed,High,High,Low,High,2025-11-22T17:05:09.000000,2025-11-23T02:00:44.000000,2025-11-24T03:07:30.000000,0,Saturday,1
CR-34427,Compromised account password reset and user notified,Facilities,Thor,Thor,Matrix,Service C,Closed,Medium,High,High,Medium,2025-11-22T15:09:39.000000,2025-11-22T18:09:30.000000,2025-11-23T21:50:16.000000,1,Saturday,0
CR-34428,Suspicious PowerShell activity detected on workstation,Access,Captain America,Thor,Avengers II,Service B,Closed,Medium,Medium,Low,Low,2025-11-22T11:59:12.000000,2025-11-22T16:11:14.000000,2025-11-23T05:25:12.000000,1,Saturday,0
CR-34429,Unsupported remote desktop tool detected on endpoint,Network,Peter,Peter,Avengers II,Service C,Closed,Medium,Low,Medium,High,2025-11-22T11:21:48.000000,2025-11-22T20:16:04.000000,2025-11-24T03:06:14.000000,0,Saturday,1
CR-34430,Abnormal outbound DNS requests from single host,Data,Captain America,Captain America,Matrix,Service C,Closed,Medium,Low,High,Low,2025-11-22T02:44:34.000000,2025-11-22T06:01:26.000000,2025-11-23T23:48:38.000000,0,Saturday,1
CR-34431,Privileged user access review identified anomalies,Access,Jan,Captain America,Avengers,Service A,Closed,High,Low,Low,Medium,2025-11-22T16:39:54.000000,2025-11-22T21:23:21.000000,2025-11-23T20:06:28.000000,0,Saturday,1
CR-34432,Anomalous login pattern for service account,Data,Jan,Iron Man,Avengers,Service B,Closed,Low,High,High,High,2025-11-22T01:29:33.000000,2025-11-22T05:15:26.000000,2025-11-22T13:08:22.000000,0,Saturday,1
CR-34433,Brute force attack detected on remote access gateway,Hardware,Peter,Thor,Avengers,Service A,Closed,Low,High,Low,Low,2025-11-22T06:35:36.000000,2025-11-22T12:32:18.000000,2025-11-22T15:43:28.000000,1,Saturday,0
CR-34434,Malicious attachment blocked by email gateway,Network,Thor,Captain America,Matrix,Service B,Closed,Low,Medium,Medium,Medium,2025-11-22T08:56:47.000000,2025-11-22T14:46:49.000000,2025-11-24T08:38:06.000000,1,Saturday,0
CR-34435,Unsupported legacy protocol usage detected in network traffic,Complaint,Captain America,Iron Man,Matrix,Service C,Closed,High,Low,Medium,Low,2025-11-22T01:32:30.000000,2025-11-22T05:18:55.000000,2025-11-23T04:52:24.000000,1,Saturday,0
CR-34436,Suspicious login attempt using expired credentials,Access,Thor,Jan,Matrix,Service A,Closed,Medium,Medium,High,Medium,2025-11-22T03:19:58.000000,2025-11-22T07:51:12.000000,2025-11-23T14:24:21.000000,1,Saturday,0
CR-34437,Unusual access pattern to customer data records,Access,Iron Man,Michal,Avengers,Service B,Closed,Low,Low,Low,Medium,2025-11-22T18:12:21.000000,2025-11-22T23:48:47.000000,2025-11-23T02:27:43.000000,0,Saturday,1
CR-34438,Network scan originating from internal segment detected,Access,Peter,Jan,Avengers,Service A,Closed,Low,Low,Low,Low,2025-11-22T17:26:55.000000,2025-11-23T02:14:26.000000,2025-11-24T17:24:44.000000,0,Saturday,1
CR-34439,New privileged account created without proper approval,Facilities,Michal,Thor,Avengers II,Service A,New,Low,Medium,High,Low,2025-11-22T18:02:29.000000,,,1,Saturday,0
CR-34440,Malicious attachment blocked by email gateway,Data,Peter,Iron Man,Avengers II,Service A,Closed,Medium,High,Low,High,2025-11-22T16:58:27.000000,2025-11-22T18:33:47.000000,2025-11-23T23:29:04.000000,0,Saturday,1
CR-34441,Unusual spike in security alerts for single user,Failure,Peter,Captain America,Avengers,Service C,Closed,Medium,Low,Low,Low,2025-11-22T08:03:42.000000,2025-11-22T12:03:44.000000,2025-11-24T08:23:45.000000,1,Saturday,0
CR-34442,Suspicious login attempt using expired credentials,Access,Jan,Captain America,Avengers,Service C,On Hold,Medium,Low,Medium,Medium,2025-11-22T08:20:47.000000,,,1,Saturday,0
CR-34443,Denied attempt to access privileged management console,Hardware,Jan,Peter,Matrix,Service C,Closed,Medium,Medium,Medium,High,2025-11-22T00:41:52.000000,2025-11-22T08:24:04.000000,2025-11-23T05:24:21.000000,0,Saturday,1
CR-34444,Web proxy blocked access to high-risk website,Complaint,Martin,Iron Man,Avengers II,Service B,Closed,Medium,Low,High,High,2025-11-22T08:00:24.000000,2025-11-22T09:44:07.000000,2025-11-22T19:19:45.000000,0,Saturday,1
CR-34445,Phishing email reported by employee,Complaint,Iron Man,Martin,Avengers II,Service A,Closed,Low,Medium,Low,High,2025-11-22T08:03:26.000000,2025-11-22T14:01:40.000000,2025-11-23T21:30:49.000000,0,Saturday,1
CR-34446,Multiple devices reporting same malware signature,Facilities,Michal,Jan,Avengers,Service A,Closed,Low,Medium,Medium,Medium,2025-11-22T10:46:18.000000,2025-11-22T19:02:09.000000,2025-11-24T02:41:51.000000,0,Saturday,1
CR-34447,Suspicious login attempt using expired credentials,Software,Iron Man,Martin,Matrix,Service B,Closed,Medium,Medium,Low,Low,2025-11-22T04:46:10.000000,2025-11-22T11:51:16.000000,2025-11-23T10:05:02.000000,0,Saturday,1
CR-34448,Blocked attempt to upload sensitive data to cloud storage,Hardware,Jan,Thor,Avengers,Service B,Closed,Medium,Medium,Low,Low,2025-11-22T06:12:08.000000,2025-11-22T14:42:36.000000,2025-11-22T18:35:53.000000,0,Saturday,1
CR-34449,Multiple failed VPN authentication attempts from external IP,Access,Thor,Thor,Matrix,Service B,In Progress,High,High,High,Low,2025-11-22T17:28:15.000000,2025-11-22T22:41:52.000000,,1,Saturday,0
CR-34450,Network scan originating from internal segment detected,Hardware,Iron Man,Martin,Matrix,Service C,Closed,Medium,Low,High,High,2025-11-22T21:27:59.000000,2025-11-23T04:52:35.000000,2025-11-24T18:13:31.000000,0,Saturday,1
CR-34451,Suspicious file execution blocked by application control,Data,Iron Man,Martin,Avengers,Service C,Closed,Medium,High,Low,Medium,2025-11-22T11:35:53.000000,2025-11-22T16:39:57.000000,2025-11-22T19:18:07.000000,1,Saturday,0
CR-34452,Unusual file encryption activity detected on server,Failure,Peter,Michal,Avengers II,Service B,Closed,High,Low,Low,Medium,2025-11-22T03:03:23.000000,2025-11-22T04:20:59.000000,2025-11-22T09:13:26.000000,0,Saturday,1
CR-34453,Suspicious authentication attempts to database server,Failure,Iron Man,Michal,Matrix,Service A,Closed,Low,Medium,Low,Medium,2025-11-22T14:55:43.000000,2025-11-22T15:56:11.000000,2025-11-23T15:06:56.000000,0,Saturday,1
CR-34454,Login from decommissioned device detected in logs,Network,Peter,Iron Man,Avengers,Service A,Closed,Medium,High,High,Medium,2025-11-22T17:07:25.000000,2025-11-22T23:18:19.000000,2025-11-23T15:33:50.000000,0,Saturday,1
CR-34455,Unusual administrative activity on domain controller,Access,Jan,Peter,Avengers,Service C,On Hold,High,Low,High,High,2025-11-22T18:06:31.000000,,,0,Saturday,1
CR-34456,New network share created without change request,Complaint,Jan,Michal,Matrix,Service B,Closed,Medium,High,Medium,Medium,2025-11-22T20:55:42.000000,2025-11-23T03:21:17.000000,2025-11-24T11:15:05.000000,0,Saturday,1
CR-34457,Privileged user access review identified anomalies,Data,Jan,Peter,Avengers,Service C,Closed,High,Medium,Low,High,2025-11-22T04:54:30.000000,2025-11-22T06:41:07.000000,2025-11-22T11:54:15.000000,0,Saturday,1
CR-34458,New device connected to corporate Wi-Fi without registration,Complaint,Captain America,Iron Man,Avengers II,Service A,Closed,Medium,Low,Low,Low,2025-11-22T14:33:33.000000,2025-11-22T18:31:38.000000,2025-11-23T08:17:40.000000,0,Saturday,1
CR-34459,Phishing email reported by employee,Hardware,Iron Man,Thor,Avengers II,Service B,Closed,Low,Low,High,High,2025-11-22T20:42:34.000000,2025-11-23T03:25:38.000000,2025-11-24T17:21:19.000000,1,Saturday,0
CR-34460,Attempted login using default system credentials,Hardware,Thor,Thor,Avengers,Service A,Closed,Low,Low,Low,Medium,2025-11-22T18:26:31.000000,2025-11-22T19:53:58.000000,2025-11-24T03:57:11.000000,0,Saturday,1
CR-34461,Malicious attachment blocked by email gateway,Hardware,Thor,Peter,Avengers II,Service C,Closed,Medium,High,High,Low,2025-11-22T08:20:42.000000,2025-11-22T14:58:24.000000,2025-11-24T10:28:36.000000,1,Saturday,0
CR-34462,Multiple failed VPN authentication attempts from external IP,Complaint,Peter,Peter,Avengers II,Service B,Closed,Medium,Low,Low,Low,2025-11-22T03:57:39.000000,2025-11-22T12:38:47.000000,2025-11-22T16:27:32.000000,1,Saturday,0
CR-34463,Unusual traffic to anonymization service detected,Access,Martin,Thor,Avengers,Service B,Closed,Low,Low,High,Low,2025-11-22T18:53:47.000000,2025-11-22T22:44:35.000000,2025-11-23T07:43:24.000000,1,Saturday,0
CR-34464,Malicious attachment blocked by email gateway,Complaint,Jan,Jan,Avengers,Service A,Closed,Low,Medium,Medium,High,2025-11-22T20:24:30.000000,2025-11-22T23:33:48.000000,2025-11-23T06:41:10.000000,0,Saturday,1
CR-34465,Unexpected configuration change on security appliance,Facilities,Peter,Jan,Avengers,Service C,New,Low,Medium,High,Medium,2025-11-22T21:29:48.000000,,,0,Saturday,1
CR-34466,Malicious attachment blocked by email gateway,Facilities,Peter,Thor,Avengers II,Service B,On Hold,High,High,High,Low,2025-11-22T21:39:27.000000,,,0,Saturday,1
CR-34467,Firewall detected and blocked port scanning activity,Failure,Michal,Thor,Matrix,Service B,Closed,Medium,High,Medium,Low,2025-11-22T11:58:38.000000,2025-11-22T20:21:34.000000,2025-11-24T06:10:11.000000,0,Saturday,1
CR-34468,Unauthorized access to shared network drive,Network,Martin,Jan,Avengers,Service C,Closed,Low,High,Low,High,2025-11-22T09:55:43.000000,2025-11-22T18:10:08.000000,2025-11-22T23:45:12.000000,1,Saturday,0
CR-34469,Abnormal outbound DNS requests from single host,Data,Jan,Jan,Avengers,Service B,On Hold,Medium,Medium,High,Low,2025-11-22T11:30:20.000000,,,1,Saturday,0
CR-34470,Unsupported legacy protocol usage detected in network traffic,Software,Peter,Peter,Avengers,Service B,Closed,Low,Low,High,High,2025-11-23T00:15:19.000000,2025-11-23T08:05:49.000000,2025-11-24T21:44:06.000000,1,Sunday,0
CR-34471,Abnormal outbound DNS requests from single host,Facilities,Iron Man,Thor,Avengers,Service C,Closed,Medium,High,High,Medium,2025-11-23T01:44:08.000000,2025-11-23T05:04:35.000000,2025-11-23T21:10:23.000000,0,Sunday,1
CR-34472,Unapproved remote access session initiated,Hardware,Captain America,Peter,Avengers II,Service C,Closed,Low,High,High,Low,2025-11-23T05:18:16.000000,2025-11-23T11:30:03.000000,2025-11-23T18:42:03.000000,0,Sunday,1
CR-34473,Security policy violation on mobile device,Failure,Iron Man,Jan,Avengers,Service B,Closed,Medium,Medium,Low,High,2025-11-23T02:00:22.000000,2025-11-23T05:07:12.000000,2025-11-23T19:03:51.000000,1,Sunday,0
CR-34474,Multiple failed VPN authentication attempts from external IP,Data,Martin,Peter,Avengers II,Service A,Closed,Low,Medium,High,Low,2025-11-23T20:36:56.000000,2025-11-24T04:42:33.000000,2025-11-24T21:38:19.000000,0,Sunday,1
CR-34475,Login from decommissioned device detected in logs,Data,Michal,Iron Man,Matrix,Service C,Closed,Low,Medium,Medium,Low,2025-11-23T19:35:58.000000,2025-11-24T01:52:30.000000,2025-11-25T22:39:39.000000,0,Sunday,1
CR-34476,Login from decommissioned device detected in logs,Hardware,Captain America,Peter,Avengers II,Service B,Closed,Low,Low,High,High,2025-11-23T19:00:17.000000,2025-11-23T20:10:47.000000,2025-11-24T06:42:22.000000,0,Sunday,1
CR-34477,Suspicious file execution blocked by application control,Complaint,Jan,Peter,Avengers II,Service C,New,Low,Medium,High,Low,2025-11-23T02:05:22.000000,,,0,Sunday,1
CR-34478,Blocked attempt to upload sensitive data to cloud storage,Software,Iron Man,Michal,Avengers II,Service B,Closed,Low,High,High,Medium,2025-11-23T20:50:42.000000,2025-11-24T01:53:58.000000,2025-11-25T11:01:12.000000,0,Sunday,1
CR-34479,Multiple logins from different countries within short timeframe,Data,Jan,Thor,Avengers,Service C,Closed,Low,Medium,Low,Medium,2025-11-23T14:52:48.000000,2025-11-23T18:20:53.000000,2025-11-24T04:06:41.000000,1,Sunday,0
CR-34480,Abnormal API access pattern from external client,Access,Michal,Michal,Matrix,Service C,Closed,High,Low,High,Low,2025-11-23T22:19:29.000000,2025-11-24T05:04:10.000000,2025-11-24T14:57:27.000000,1,Sunday,0
CR-34481,Multiple logins from different countries within short timeframe,Software,Michal,Martin,Matrix,Service B,Closed,Medium,High,Low,Medium,2025-11-23T07:45:56.000000,2025-11-23T16:23:53.000000,2025-11-24T17:16:50.000000,0,Sunday,1
CR-34482,New network share created without change request,Software,Martin,Iron Man,Avengers II,Service A,Closed,High,Low,Medium,Low,2025-11-23T02:30:48.000000,2025-11-23T07:24:46.000000,2025-11-23T15:35:30.000000,1,Sunday,0
CR-34483,Multiple logins from different countries within short timeframe,Facilities,Captain America,Thor,Avengers II,Service A,New,High,Medium,High,Medium,2025-11-23T04:20:43.000000,,,1,Sunday,0
